order_id,order_date,region,destination_city,category,payment_method,sales_amount,discount_pct,quantity,return_status,customer_type
ORD-100673,2025-06-30,West,San Francisco,Home,Buy Now Pay Later,53.5,10,1,Not Returned,Returning
ORD-100674,2025-08-21,South,Nashville,Electronics,Debit Card,422.02,20,3,Returned,Returning
ORD-100675,2025-11-09,South,Miami,Electronics,PayPal,130.61,15,1,Not Returned,Returning
ORD-100676,2024-05-15,South,Charlotte,Toys,PayPal,80.52,0,2,Not Returned,Returning
ORD-100677,2024-03-05,South,Nashville,Electronics,PayPal,181.35,0,1,Not Returned,Loyal
ORD-100678,2025-09-07,Northeast,Newark,Fashion,Debit Card,434.51,0,4,Not Returned,Loyal
ORD-100679,2025-12-16,Midwest,Minneapolis,Office Supplies,Debit Card,38.55,20,1,Not Returned,Returning
ORD-100680,2025-07-03,South,Houston,Fashion,Apple Pay,172.84,0,2,Not Returned,Returning
ORD-100681,2024/07/18,West,San Diego,Home,Credit Card,134.08,10,2,Not Returned,Returning
ORD-100682,2024-11-12,South,Dallas,Sports,Credit Card,161.87,10,4,Not Returned,Returning
ORD-100683,2025-02-20,Northeast,Buffalo,Home,Debit Card,644.59,0,3,Not Returned,Returning
ORD-100684,2024-05-15,West,San Diego,Beauty,credit card,43.14,20,1,Returned,Returning
ORD-100685,2024-11-27,South,Atlanta,Beauty,Gift Card,165.78,5,4,Returned,Loyal
ORD-100686,2025-08-13,South,Nashville,Sports,,147.89,10,1,Not Returned,Returning
ORD-100687,2024-09-21,South,Dallas,Sports,Credit Card,94.14,20,1,NOT RETURNED,New
ORD-100688,2024-11-30,South,Miami,Toys,PayPal,91.64,15,4,Not Returned,Returning
ORD-100689,2024-01-12,South,Dallas,Electronics,Credit Card,882.93,15,4,not returned,Returning
ORD-100690,2025-09-08,South,Dallas,Office Supplies,Debit Card,30.18,5,3,Not Returned,Returning
ORD-100691,2024-03-11,South,Charlotte,Electronics,Apple Pay,648.33,5,3,Not Returned,Returning
ORD-100692,2024-05-15,West,Las Vegas,Fashion,Apple Pay,83.21,5,1,Not Returned,Returning
ORD-100693,2025-02-06,South,Charlotte,Toys,Buy Now Pay Later,22.21,10,1,Not Returned,Loyal
ORD-100694,2025-02-12,West,San Francisco,Toys,Credit Card,107.52,0,4,Not Returned,New
ORD-100695,2025-11-05,West,Phoenix,Fashion,PayPal,63.81,20,1,Not Returned,New
ORD-100696,2024-06-16,Northeast,Buffalo,Toys,Debit Card,24.18,20,1,Not Returned,New
ORD-100697,2025-09-29,Northeast,Newark,Fashion,Apple Pay,133.96,20,2,Not Returned ,Loyal
ORD-100698,2024-12-12,West,San Francisco,Home,Credit Card,158.18,15,2,Not Returned,Loyal
ORD-100699,2024-11-10,Northeast,Pittsburgh,Sports,Debit Card,73.78,10,1,Not Returned,Returning
ORD-100700,2024-08-25,West,San Francisco,Beauty,Debit Card,67.48,5,2,Exchange,Returning
ORD-100701,2025-11-17,Northeast,Philadelphia,Beauty,Debit Card,33.59,20,1,Not Returned,Returning
ORD-100702,2025-06-17,West,Seattle,Home,Credit Card,160.32,5,3,,Returning
ORD-100703,2024/01/26,South,Houston,Beauty,Credit Card,45.3,0,3,Not Returned,Loyal
ORD-100704,2025-12-08,South,Nashville,Home,DEBIT CARD,90.28,5,1,Not Returned,New
ORD-100705,2025-10-28,South,Houston,Toys,Gift Card,42.85,0,1,Not Returned,Returning
ORD-100706,2025-12-30,Midwest,Detroit,Toys,PayPal,131.39,20,2,Returned,Loyal
ORD-100707,2024-11-29,West,Phoenix,Pet Supplies,PayPal,392.25,20,4,Returned,Returning
ORD-100708,2025-06-04,West,San Diego,Electronics,Debit Card,130.56,0,1,Not Returned,Returning
ORD-100709,2024-10-26,Northeast,Buffalo,Home,PayPal,52.8,15,1,Not Returned,Loyal
ORD-100710,2025-11-04,South,Houston,Pet Supplies,Debit Card,75.53,20,1,Not Returned,Returning
ORD-100711,2025-05-20,Midwest,St. Louis,Sports,,107.92,0,1,returned,Returning
ORD-100712,2024-02-05,West,San Diego,Fashion,CREDIT CARD,105.95,15,1,Not Returned,New
ORD-100713,2025-07-10,West,Seattle,Fashion,,34.59,0,1,not returned,Loyal
ORD-100714,2024-06-30,Midwest,St. Louis,Home,Apple Pay,269.56,0,1,Not Returned,Returning
ORD-100715,2024-09-28,South,Miami,Pet Supplies,Debit Card,64.89,10,1,not returned,Loyal
ORD-100716,2024-06-09,South,Charlotte,Fashion,PayPal,42.32,15,1,Not Returned,New
ORD-100717,2025-02-23,Northeast,New York,Office Supplies,Debit Card,38.53,5,2,Not Returned,Loyal
ORD-100718,2024-02-04,South,,Sports,PayPal,202.6,0,1,Not Returned,New
ORD-100719,2024-02-19,West,Los Angeles,Office Supplies,Credit Card,20.86,0,1,Not Returned,New
ORD-100720,2024-08-30,West,,Home,PayPal,124.7,10,2,Not Returned,Returning
ORD-100721,2025-05-15,West,Seattle,Home,Credit Card,185.63,,2,Not Returned,Returning
ORD-100722,2024-02-27,West,Phoenix,Pet Supplies,Credit Card,19.43,0,1,Not Returned,Returning
ORD-100723,2025-08-22 ,South,Houston,Fashion,DEBIT CARD,48.91,10,1,Not Returned,New
ORD-100724,2024-03-28,West,San Diego,Fashion,Debit Card,253.77,5,3,Not Returned,Returning
ORD-100725,2025-07-26,West,Phoenix,Beauty,Credit Card,92.39,0,2,Not Returned,Returning
ORD-100726,2024-03-24,West,Phoenix,Home,PayPal,161.66,5,2,Exchange,Returning
ORD-100727,03/07/2024,West,San Francisco,Electronics,credit card,259.89,5,2,,New
ORD-100728,2024-07-14,South,Miami,Sports,Debit Card,184.21,0,2,Not Returned,New
ORD-100729,2025-11-18,Midwest,St. Louis,Pet Supplies,PayPal,45.83,15,1,Not Returned,New
ORD-100730,11/24/2024,West,Phoenix,Fashion,PayPal,98.52,20,1,Not Returned,Returning
ORD-100731,11/17/2025,Midwest,Indianapolis,Fashion,Credit Card,48.32,5,1,Not Returned,Loyal
ORD-100732,2025-04-25,South,Houston,Home,buy now pay later,362.84,0,3,Not Returned,New
ORD-100733,2025-07-21,West,San Francisco,Office Supplies,Credit Card,89.29,20,4,Not Returned,Returning
ORD-100734,2025-05-30,Northeast,Newark,Beauty,PayPal,44.46,15,1,Not Returned,Returning
ORD-100735,2024-10-25,Midwest,Columbus,Toys,,296.98,5,3,Not Returned,Returning
ORD-100736,2024-12-05,Northeast,Philadelphia,Home,Apple Pay,70.09,10,1,Not Returned,Loyal
ORD-100737,2024-10-18,Northeast,Newark,Electronics,Credit Card,176.8,5,2,Not Returned,Returning
ORD-100738,2024-11-06,South,Charlotte,Home,Debit Card,82.32,0,1,Not Returned ,Returning
ORD-100739,2025-09-23,Northeast,Boston,Toys,Credit Card,178.17,0,3,Not Returned,New
ORD-100740,2025-11-02,Northeast,Philadelphia,Fashion,PayPal,74.13,15,1,Returned ,Returning
ORD-100741,2025-09-27,Northeast,Pittsburgh,Office Supplies,Debit Card,32.56,10,1,Not Returned,Returning
ORD-100823,2024-06-04,West,Los Angeles,Electronics,PayPal,568.94,10,2,Not Returned,Returning
ORD-100743,2024-07-21 ,West,San Francisco,Electronics,Credit Card,160.81,0,1,Not Returned,Returning
ORD-100744,2024-10-11,South,Charlotte,Electronics,Credit Card,75.76,20,1,Not Returned,Returning
ORD-100745,2025-10-28,Northeast,Philadelphia,Pet Supplies,Buy Now Pay Later,27.36,0,1,not returned,Returning
ORD-100746,2024-10-04,Midwest,St. Louis,Sports,PayPal,67.97,0,1,Returned,Returning
ORD-100747,2024-07-04,South,Miami,Sports,PayPal,53.63,5,1,Not Returned,Returning
ORD-100748,2024-10-14,West,Phoenix,Home,Credit Card,169.32,10,2,Not Returned,Returning
ORD-100749,2024-12-10,South,Miami,Office Supplies,Debit Card,146.58,10,4,Not Returned,Returning
ORD-100750,2024-07-30,West,San Francisco,Electronics,Credit Card,633.86,15,3,Not Returned,Returning
ORD-100751,2024-12-02,Midwest,Chicago,Home,Credit Card,218.07,10,3,Not Returned,Returning
ORD-100752,2025-12-08,Midwest,St. Louis,Electronics,Credit Card,177.4,10,1,Not Returned,Loyal
ORD-100753,02/15/2025,West,Las Vegas,Home,Credit Card,290.22,5,2,Not Returned,New
ORD-100754,2024-03-17,West,Los Angeles,Electronics,PayPal,204.36,,2,Not Returned,New
ORD-100755,2025/05/12,Northeast,Boston,Toys,Credit Card,61.37,10,1,Not Returned,Loyal
ORD-100756,2025-01-02,West,San Francisco,Sports,PayPal,266.38,15,2,Returned,Loyal
ORD-100757,2025-08-20,South,Nashville,Beauty,PayPal,47.73,0,3,Not Returned,New
ORD-100758,2025-10-08,Northeast,Boston,Sports,PayPal,465.23,20,5,Not Returned,Returning
ORD-100759,2024-12-14,Midwest,Chicago,Toys,PayPal,78.74,30,1,not returned,Returning
ORD-100760,2025-12-11,West,Las Vegas,Home,Credit Card,139.16,10,1,Not Returned,Returning
ORD-100761,2025-08-11,Midwest,Columbus,Beauty,Buy Now Pay Later,35.57,5,1,Not Returned,New
ORD-100762,2025-02-11,West,Phoenix,Sports,Credit Card,158.44,10,2,Not Returned,Returning
ORD-100763,2024-01-06 ,West,Los Angeles,Home,Credit Card,304.69,5,3,Not Returned,Returning
ORD-100764,2024-03-08,Midwest,Columbus,Sports,PayPal,111.51,15,1,Not Returned,Loyal
ORD-100765,2025-06-18,Midwest,Columbus,Fashion,Buy Now Pay Later,53.8,0,1,Not Returned,Loyal
ORD-100766,2025-09-02,South,Atlanta,Toys,Credit Card,242.65,5,3,Not Returned,Returning
ORD-100767,09/02/2024,West,Las Vegas,Sports,Credit Card,349.04,20,3,,New
ORD-100768,2024-01-15,Northeast,New York,Office Supplies,Debit Card,19.99,5,1,Not Returned,Returning
ORD-100769,01/16/2025,South,Charlotte,Sports,Debit Card,54.42,15,1,Not Returned,New
ORD-100770,2024-08-19,West,San Francisco,Home,Credit Card,91.79,15,1,Not Returned,New
ORD-100771,2025-05-17,Northeast,Philadelphia,Fashion,Apple Pay,45.62,0,1,Not Returned,New
ORD-100772,2024-11-16,Northeast,New York,Electronics,Buy Now Pay Later,433.65,,2,Not Returned,Returning
ORD-100773,2024-12-21,South,Charlotte,Electronics,Credit Card,319.47,5,2,Returned,Returning
ORD-100774,2024-12-08,West,Phoenix,Office Supplies,,69.76,15,3,Not Returned,Returning
ORD-100775,2025-03-20,South,Charlotte,Electronics,Credit Card,350.58,10,2,Returned,Loyal
ORD-100776,02/13/2024,South,Dallas,Beauty,Debit Card,102.83,0,4,Not Returned,New
ORD-100777,2024-02-21,South,Miami,Electronics,PayPal,875.6,10,4,Returned,Returning
ORD-100778,2024-12-03,West,Las Vegas,Fashion,,1083.83,15,5,Returned,Loyal
ORD-100779,2024-05-27,South,Atlanta,Electronics,Credit Card,118.75,10,1,not returned,Returning
ORD-100780,2024-09-04 ,West,Las Vegas,Fashion,PayPal,46.44,0,1,Not Returned,New
ORD-100781,2024-11-24,West,Phoenix,Home,Gift Card,107.66,25,1,Not Returned,Returning
ORD-100782,2025-05-17,South,Nashville,Pet Supplies,GIFT CARD,89.18,0,5,Not Returned,Loyal
ORD-100783,2024-10-22,Midwest,Chicago,Beauty,Credit Card,15.24,20,1,Not Returned,Returning
ORD-100784,2025-11-17,South,Atlanta,Fashion,Apple Pay,202.57,20,3,Not Returned,Returning
ORD-100785,2025-04-19,Midwest,Columbus,Toys,Apple Pay,98.24,10,2,Not Returned,Returning
ORD-100786,2025-06-29,Northeast,Newark,Sports,Credit Card,77.37,20,1,Not Returned,Returning
ORD-100787,2024-05-30 ,Midwest,Minneapolis,Home,PayPal,96.39,10,1,Not Returned,Loyal
ORD-100788,2024-06-15,Midwest,Minneapolis,Electronics,Gift Card,120.34,0,1,Not Returned,Returning
ORD-100789,2024-11-04 ,South,Charlotte,Home,Credit Card,193.16,30,2,Not Returned,Returning
ORD-100790,2024-02-21,West,Los Angeles,Home,Credit Card,86.71,0,1,Exchange,Returning
ORD-100791,2025-07-09,West,Seattle,Toys,Credit Card,34.34,10,1,Not Returned,Returning
ORD-100792,2024-12-08,Northeast,Philadelphia,Pet Supplies,Credit Card,55.02,15,1,Not Returned,New
ORD-100793,2024-06-05,West,Las Vegas,Toys,Credit Card,175.57,0,4,,New
ORD-100794,2024-12-15,Northeast,Buffalo,Sports,Gift Card,128.27,20,2,Not Returned,Returning
ORD-100795,2025-11-04,Midwest,St. Louis,Electronics,PayPal,1069.66,15,3,Returned,New
ORD-100796,2025-12-03,South,Charlotte,Beauty,PayPal,127.51,5,3,Not Returned,Returning
ORD-100797,2025-09-14,Midwest,Indianapolis,Pet Supplies,PayPal,125.15,10,2,Not Returned,New
ORD-100798,2024-12-07,Midwest,Columbus,Fashion,Debit Card,414.83,5,4,Not Returned,Returning
ORD-100799,2025-05-03,South,,Toys,PayPal,481.99,0,3,Returned,New
ORD-100800,2025-05-07,Midwest,Minneapolis,Electronics,,852.42,10,5,Not Returned,New
ORD-100801,2024-08-05,Midwest,Minneapolis,Fashion,Buy Now Pay Later,63.07,0,1,Returned,Returning
ORD-100802,2025-07-10,South,Miami,Office Supplies,Credit Card,46.69,5,1,Not Returned,Returning
ORD-100803,2025-07-11,West,Seattle,Home,Credit Card,396.24,0,3,Not Returned,New
ORD-100804,2024-03-10,South,Charlotte,Pet Supplies,Apple Pay,137.41,5,3,Not Returned,Returning
ORD-100805,2025-07-08,Northeast,Pittsburgh,Office Supplies,Debit Card,18.01,5,1,Not Returned,Loyal
ORD-100806,2024-05-27,South,Atlanta,Home,Credit Card,322.28,0,2,Not Returned,Returning
ORD-100807,05/16/2025,Northeast,Boston,Fashion,Credit Card,40.27,15,1,not returned,Returning
ORD-100808,2025-11-26,Midwest,Minneapolis,Fashion,Credit Card,86.59,5,1,Not Returned,Returning
ORD-100809,2025-11-14,West,San Diego,Beauty,Credit Card,43.42,5,1,Not Returned,Returning
ORD-100810,2025-07-19,West,Seattle,Sports,Credit Card,145.54,0,1,Returned,Returning
ORD-100811,2024-01-22,South,Dallas,Sports,PayPal,121.48,15,1,Not Returned,Returning
ORD-100812,2025-01-30,Midwest,Detroit,Electronics,Credit Card,117.41,20,1,Not Returned,New
ORD-100813,2025-06-01,West,San Diego,Electronics,Gift Card,307.24,0,3,Not Returned,New
ORD-100814,2025-03-30,Midwest,Columbus,Fashion,Debit Card,63.78,15,1,Not Returned,Returning
ORD-100815,2024-12-29,Midwest,Columbus,Electronics,Debit Card,338.65,15,2,Not Returned,New
ORD-100816,2024-12-15,Northeast,Pittsburgh,Home,Credit Card,113.99,15,1,Not Returned,Returning
ORD-100817,11/30/2025,Northeast,Newark,Home,Credit Card,109.1,,1,Not Returned,Loyal
ORD-100818,2024-10-22,Northeast,Newark,Fashion,Credit Card,94.21,15,1,Not Returned,Returning
ORD-100819,2024-04-11,Northeast,,Home,Debit Card,83.74,0,1,Not Returned,Returning
ORD-100820,2024-08-28,South,Miami,Fashion,Credit Card,195.95,10,2,Not Returned,New
ORD-100821,2024-06-25,Midwest,Columbus,Electronics,Credit Card,150.29,5,1,Not Returned,New
ORD-100822,03/27/2025,Midwest,Columbus,Sports,Credit Card,57.02,15,1,Not Returned,Returning
ORD-100823,2025-10-24,Midwest,Chicago,Toys,Credit Card,59.07,20,1,Not Returned,Returning
ORD-100824,2024-08-19,West,Los Angeles,Fashion,,52.64,0,1,Not Returned,Returning
ORD-100825,2025-03-29,West,Phoenix,Fashion,Debit Card,188.29,15,2,Not Returned,New
ORD-100826,2024-11-19,Midwest,Columbus,Electronics,Credit Card,332.95,,2,Not Returned,Loyal
ORD-100827,2025-02-06,South,Charlotte,Home,Credit Card,119.46,0,1,Not Returned,New
ORD-100828,2025-05-07,South,Charlotte,Electronics,Credit Card,271.45,10,3,Not Returned,Returning
ORD-100829,2025-12-26,Northeast,Boston,Electronics,Apple Pay,279.44,15,1,Not Returned,Returning
ORD-100830,2025-11-03,Midwest,Columbus,Electronics,Debit Card,258.67,20,2,Returned,Returning
ORD-100831,2024-02-17,West,Las Vegas,Electronics,Credit Card,169.07,10,2,Exchange,Loyal
ORD-100832,2024-06-02,Midwest,Columbus,Pet Supplies,Apple Pay,29.85,5,2,Not Returned,Returning
ORD-100833,2024-11-04,Midwest,,Electronics,PayPal,207.62,10,1,Not Returned,New
ORD-100834,2024-06-12,West,Las Vegas,Electronics,PayPal,135.04,15,1,Not Returned,Returning
ORD-100835,2024-07-09,West,Seattle,Electronics,Credit Card,671.13,0,3,Not Returned,Returning
ORD-100836,2025-12-20,Northeast,Newark,Home,Buy Now Pay Later,160.03,20,1,Returned,Returning
ORD-100837,2024-05-22,West,Phoenix,Electronics,Buy Now Pay Later,899.99,15,4,Not Returned,Returning
ORD-100838,2025-06-04,Northeast,Boston,Home,Debit Card,109.63,10,2,Not Returned,Returning
ORD-100839,2025-07-11,West,San Francisco,Home,Credit Card,107.23,0,1,Not Returned,Returning
ORD-100840,2024-04-14,Northeast,Philadelphia,Electronics,Buy Now Pay Later,79.35,0,1,Not Returned,Returning
ORD-100841,2025-03-24,South,Miami,Electronics,Buy Now Pay Later,654.71,15,5,Not Returned,Loyal
ORD-100842,2025-12-25,Northeast,,Home,Credit Card,117.74,10,1,Not Returned,New
ORD-100843,2024-03-10,West,Las Vegas,Electronics,Buy Now Pay Later,77.66,10,1,Not Returned,Returning
ORD-100844,2024-10-30,West,Seattle,Fashion,Credit Card,31.55,5,1,Not Returned,Returning
ORD-100845,04/09/2025,South,Charlotte,Fashion,Debit Card,476.37,5,5,Returned,New
ORD-100846,2024-09-21,Northeast,Newark,Sports,Buy Now Pay Later,76.33,5,1,Not Returned,Returning
ORD-100847,2025-01-03,West,San Diego,Sports,Credit Card,129.52,0,1,Not Returned,Returning
ORD-100848,2025-10-17,Midwest,Minneapolis,Fashion,Credit Card,330.98,20,4,Not Returned,Loyal
ORD-100849,2024-12-20,West,Los Angeles,Electronics,,412.33,0,1,Not Returned,Loyal
ORD-100850,2025-09-09,South,Dallas,Sports,Credit Card,128.23,20,1,Not Returned,Loyal
ORD-100851,2024-03-28,South,Nashville,Fashion,PayPal,124.06,15,1,Returned,Returning
ORD-100852,2025-05-24,West,San Francisco,Sports,PayPal,255.11,,2,Not Returned,Returning
ORD-100853,2025-03-21,South,Houston,Office Supplies,,30.38,10,1,Returned,New
ORD-100854,2024/01/23,South,Houston,Fashion,Debit Card,94.23,5,1,Not Returned,New
ORD-100855,2024-02-12,Northeast,Pittsburgh,Fashion,Debit Card,20.37,10,1,Returned,Returning
ORD-100856,2024-03-03,Midwest,Minneapolis,Office Supplies,Credit Card,111.39,10,3,Exchange,New
ORD-100857,2025-10-30,South,Atlanta,Home,Debit Card,179.39,15,4,Not Returned,Returning
ORD-100858,2025-11-22,Midwest,Indianapolis,Electronics,Apple Pay,169.11,20,1,Not Returned,Returning
ORD-100859,2025-03-15,West,San Francisco,Home,Debit Card,128.1,20,1,Not Returned,Returning
ORD-100860,2025-12-07,South,Charlotte,Sports,Credit Card,129.72,25,1,Not Returned,Returning
ORD-100861,2024-11-04,South,Charlotte,Home,Debit Card,110.72,20,1,Not Returned,Returning
ORD-100862,2025-10-15,West,Los Angeles,Fashion,PayPal,353.9,10,4,not returned,Returning
ORD-100863,2024-02-10,Northeast,Buffalo,Sports,PayPal,149.04,0,1,Not Returned,Returning
ORD-100864,2025-04-13,West,Los Angeles,Toys,PayPal,28.9,10,1,Not Returned,Returning
ORD-100865,2025-04-21,Midwest,Detroit,Office Supplies,PayPal,33.91,0,1,Not Returned,Returning
ORD-100866,2024-02-19,Northeast,Boston,Pet Supplies,PayPal,306.67,5,3,Not Returned,Returning
ORD-100867,2025/10/30,West,San Diego,Electronics,PayPal,255.08,5,2,Not Returned,Loyal
ORD-100868,2025-07-06,Northeast,Pittsburgh,Fashion,PayPal,105.85,20,1,Not Returned,Returning
ORD-100869,2024-07-18,Northeast,Buffalo,Home,,164.43,0,2,Not Returned,New
ORD-100870,2024-04-18,Midwest,Detroit,Pet Supplies,PayPal,109.29,15,2,Not Returned,Returning
ORD-100871,2024-11-12,South,Dallas,Electronics,PayPal,233.29,30,1,Not Returned,New
ORD-100872,2025-09-27,Northeast,,Fashion,Credit Card,385.83,0,4,Not Returned,Returning
ORD-100873,2025-01-13,South,Nashville,Toys,Credit Card,68.55,5,1,Not Returned,Returning
ORD-100874,2025-02-27,West,San Diego,Fashion,Credit Card,32.17,20,1,Not Returned,Loyal
ORD-100875,2024-06-23,Midwest,Indianapolis,Electronics,Credit Card,362.03,0,5,Not Returned,New
ORD-100876,2024-06-12,Northeast,Buffalo,Fashion,Credit Card,46.72,5,1,Not Returned,New
ORD-100877,2024-07-17,Midwest,Indianapolis,Home,Credit Card ,189.76,5,1,Returned,Returning
ORD-100878,2025-05-07,Northeast,Buffalo,Sports,Buy Now Pay Later,249.13,5,1,Not Returned,Returning
ORD-100879,2024-10-16,West,San Francisco,Sports,Credit Card,43.98,5,1,Not Returned,New
ORD-100880,2025-01-12 ,West,San Diego,Electronics,Buy Now Pay Later,118.98,10,1,Not Returned,Loyal
ORD-100881,2025-10-11,South,Miami,Electronics,PayPal,123.03,10,2,Not Returned,New
ORD-100882,2025-12-11,South,Charlotte,Home,PayPal,204.27,15,3,,Returning
ORD-100883,2025-11-18,Northeast,New York,Office Supplies,Credit Card,52.77,15,1,Not Returned,Returning
ORD-100884,2024-12-16,West,San Diego,Home,Credit Card,215.23,25,2,Not Returned,New
ORD-100885,2025-01-26,Midwest,St. Louis,Fashion,Credit Card,320.06,10,5,,Returning
ORD-100886,2024-11-03,Midwest,Detroit,Home,Credit Card,133.54,15,1,Not Returned,New
ORD-100887,2025-11-20,West,Seattle,Office Supplies,Credit Card,56.4,5,3,Exchange,Returning
ORD-100888,2024-11-10,South,Nashville,Home,Apple Pay,104.85,5,1,Returned,Returning
ORD-100889,2024-10-30,Midwest,Detroit,Office Supplies,Credit Card,29.29,20,1,Not Returned,Returning
ORD-100890,2024-03-11,Midwest,St. Louis,Home,Credit Card,208.49,0,2,,Returning
ORD-100891,2024-01-22,West,San Diego,Office Supplies,Apple Pay,65.75,10,1,Not Returned,Returning
ORD-100892,2025-11-05,Northeast,Buffalo,Beauty,Debit Card,73.02,20,1,Not Returned,New
ORD-100893,2025-11-26,Northeast,Philadelphia,Electronics,Apple Pay,410.85,25,3,Not Returned,Returning
ORD-100894,2024-01-25,West,Seattle,Fashion,PayPal,84.73,,2,Not Returned,Returning
ORD-100895,2025-10-20,West,San Francisco,Office Supplies,Credit Card,69.43,5,1,Not Returned,Loyal
ORD-100896,2025-02-09,Midwest,Indianapolis,Office Supplies,Apple Pay,72.81,20,2,Not Returned,Returning
ORD-100897,2024-08-13,Midwest,Detroit,Home,Debit Card,297.52,5,4,Not Returned,Returning
ORD-100898,2024-06-15,West,San Francisco,Fashion,Debit Card,75.93,,1,Returned,Loyal
ORD-100899,2024-11-18,Northeast,Philadelphia,Electronics,PayPal,99.12,0,1,Not Returned,Loyal
ORD-100900,2024-09-23,Midwest,Columbus,Electronics,Debit Card,214.31,0,1,Not Returned,Returning
ORD-100901,2025-11-26,South,Houston,Electronics,,198.59,10,1,Returned,Returning
ORD-100902,2025-11-23,West,San Francisco,Fashion,Debit Card,44.34,15,1,,Returning
ORD-100903,2024-11-09,West,San Diego,Toys,credit card,47.04,,1,Not Returned,New
ORD-100904,2025-10-24,Midwest,Minneapolis,Fashion,Credit Card,69.11,10,1,Not Returned,Returning
ORD-100905,2024-01-11,South,Miami,Electronics,paypal,268.0,20,2,Not Returned,Returning
ORD-100906,2024-11-10,West,Las Vegas,Fashion,Debit Card,127.28,15,2,Not Returned,New
ORD-100907,2025-03-01,Midwest,St. Louis,Beauty,Buy Now Pay Later,27.21,5,1,Not Returned,Returning
ORD-100908,2024-04-26,Northeast,Pittsburgh,Beauty,Credit Card,64.65,,2,Not Returned,New
ORD-100909,2025-04-13,West,Phoenix,Home,,118.56,0,1,Not Returned,New
ORD-100910,2024-06-16,Northeast,Buffalo,Home,CREDIT CARD,245.27,0,4,Not Returned,Loyal
ORD-100911,2024-06-02,Midwest,Detroit,Electronics,Credit Card,247.86,0,1,Returned,Returning
ORD-100912,2025-10-27,South,Miami,Beauty,Credit Card,51.46,20,1,Not Returned,New
ORD-100913,2024-04-10,Midwest,Indianapolis,Fashion,Apple Pay,42.12,10,1,Not Returned,Returning
ORD-100914,2024-11-06,Northeast,Buffalo,Fashion,Credit Card,497.68,30,2,Not Returned,Returning
ORD-100915,2024-05-27,South,Atlanta,Home,PayPal,308.83,0,4,Not Returned,New
ORD-100916,2025-09-27,Midwest,St. Louis,Toys,Debit Card,114.0,0,2,Not Returned,Returning
ORD-100917,2025-01-20,Midwest,Chicago,Beauty,Credit Card,34.18,0,1,Not Returned,Returning
ORD-100918,2025-07-01,South,Miami,Beauty,Credit Card,85.51,10,3,Not Returned,Loyal
ORD-100919,2024-01-12,South,Nashville,Fashion,PayPal,58.36,0,1,Not Returned,Returning
ORD-100920,2025-07-14,South,Dallas,Pet Supplies,Apple Pay,59.81,15,1,Not Returned,Returning
ORD-100921,10/25/2025,South,Miami,Fashion,Credit Card,131.88,20,2,not returned,Returning
ORD-100922,2024-11-15,West,Las Vegas,Office Supplies,Debit Card,71.51,20,1,Not Returned,Returning
ORD-100923,2024-03-25,West,San Diego,Pet Supplies,Credit Card,222.62,20,3,Not Returned,Loyal
ORD-100924,2025-10-08,West,San Francisco,Electronics,Credit Card,278.27,15,2,Not Returned,Returning
ORD-100925,2024-10-04,South,Atlanta,Office Supplies,Credit Card,45.0,,2,Not Returned,Loyal
ORD-100926,2024-09-08,West,Phoenix,Beauty,Debit Card,49.64,15,1,Not Returned,Returning
ORD-100927,07/28/2024,Midwest,Columbus,Electronics,PayPal,689.47,10,4,Returned,New
ORD-100928,2025-05-11,Midwest,St. Louis,Electronics,Credit Card,283.59,0,2,Not Returned,Returning
ORD-100929,2025-09-12,South,Nashville,Sports,Credit Card ,1158.64,0,5,Not Returned,Loyal
ORD-100930,2024-11-14,Midwest,Indianapolis,Fashion,PayPal,88.56,10,1,Not Returned,Returning
ORD-100931,2024-01-13,West,Seattle,Electronics,,694.4,,5,Not Returned,New
ORD-100932,2025-11-05,South,Nashville,Sports,Gift Card,127.8,25,15,Not Returned,New
ORD-100933,2025-02-08,West,Los Angeles,Pet Supplies,Credit Card,17.17,5,1,Not Returned ,Returning
ORD-100934,2025-05-01,West,Las Vegas,Electronics,Credit Card,191.68,20,1,Not Returned,Loyal
ORD-100935,2025-03-18,Midwest,Detroit,Fashion,debit card,99.03,5,1,Returned,New
ORD-100936,2024-10-05,South,Dallas,Fashion,Debit Card,124.32,20,1,Not Returned,Returning
ORD-100937,2024-08-12,West,Seattle,Office Supplies,PayPal,17.08,0,1,Not Returned,New
ORD-100938,2025-11-14,South,Dallas,Beauty,PayPal,108.52,15,2,Not Returned,Returning
ORD-100939,2024-05-30,South,Charlotte,Beauty,Debit Card,52.09,5,1,Returned,Returning
ORD-100940,2025-01-08,West,Los Angeles,Home,,225.83,,2,Not Returned,New
ORD-100941,2024-07-11,Midwest,Columbus,Toys,Credit Card,91.44,0,2,Not Returned,Returning
ORD-100942,2024-09-17,South,Miami,Electronics,Debit Card,369.78,5,2,Not Returned,Returning
ORD-100943,2024-09-18,Northeast,Philadelphia,Fashion,Credit Card,74.69,0,1,Exchange,Loyal
ORD-100944,2025/11/21,Northeast,Buffalo,Sports,Credit Card,66.31,20,1,,Loyal
ORD-100945,2025-12-27,Midwest,St. Louis,Toys,Buy Now Pay Later ,232.45,20,4,Returned,New
ORD-100946,2024-02-24,Northeast,New York,Toys,Apple Pay,59.6,15,1,Not Returned,Loyal
ORD-100947,2024-12-19,Northeast,Boston,Pet Supplies,Credit Card,320.02,25,5,Not Returned,New
